policy,date,J_plan,J_emerg,J,e_kWh
alpha0.85,2025-04-28,34910.75818703267,17920.43808692975,52831.196273962414,4826.699127424212
alpha0.85,2025-04-29,35971.03838835757,1661.751625514351,37632.79001387192,376.6471398381831
alpha0.85,2025-04-30,35568.3126426879,2382.247592082693,37950.56023477059,673.0387052722417
alpha0.85,2025-05-01,35004.99167373228,11690.323357858892,46695.31503159117,2465.2162978450265
alpha0.85,2025-05-02,13853.725309171994,17678.336716529517,31532.06202570151,4028.8205241197184
alpha0.85,2025-05-03,14168.731914128053,7263.5283052748655,21432.260219402917,1405.0209635522972
alpha0.85,2025-05-04,36646.761214966114,7449.933672255927,44096.69488722204,1573.0900416546094
alpha0.85,2025-05-05,36597.81157026764,12153.164556421983,48750.976126689624,2660.9722817027264
alpha0.85,2025-05-06,36924.098442108225,7569.719955579449,44493.818397687675,1788.4205521827048
alpha0.85,2025-05-07,37224.877572065314,7858.5158777687275,45083.39344983404,1648.2198148644118
alpha0.85,2025-05-08,39989.78838453577,4455.451301591585,44445.23968612736,1140.234745478304
alpha0.85,2025-05-09,16943.270925568715,451.6328434206223,17394.903768989338,158.78140736551944
alpha0.85,2025-05-10,17015.507308270702,3001.367380389356,20016.874688660057,733.008205098144
alpha0.85,2025-05-11,40910.27260735368,1120.0426107406374,42030.31521809432,288.23890701198246
alpha0.85,2025-05-12,40992.69843961872,1854.5174265890505,42847.21586620777,661.7315793740885
alpha0.85,2025-05-13,40580.17718681366,190.71124728081747,40770.88843409447,46.070612873899506
alpha0.85,2025-05-14,40629.76583590969,711.0087524807764,41340.774588390464,201.46041635241994
alpha0.85,2025-05-15,40178.23049029677,1848.7850903155545,42027.01558061233,473.7201123941969
alpha0.85,2025-05-16,16646.566104845628,456.8323910605921,17103.398495906218,203.22509755065767
alpha0.85,2025-05-17,16758.177207445093,4378.492480272265,21136.66968771736,1148.5106079070893
alpha0.85,2025-05-18,39919.0623307268,2818.0952662184336,42737.15759694524,783.6480835363128
alpha0.85,2025-05-19,39619.46993985676,788.5219215540736,40407.99186141083,140.51636371319242
alpha0.85,2025-05-20,38936.01195017138,2682.4326330215663,41618.44458319295,674.4173917055227
alpha0.85,2025-05-21,39483.89578606513,1644.9257126147427,41128.82149867987,430.13614674749556
alpha0.85,2025-05-22,39081.362956966026,508.03866621803337,39589.40162318406,134.8862564133215
alpha0.85,2025-05-23,16635.259261200175,755.0476258608167,17390.306887060993,240.25179226841743
alpha0.85,2025-05-24,17065.76362611809,194.4129107819092,17260.1765369,73.27643014275026
alpha0.85,2025-05-25,39146.749511896895,416.59931844435874,39563.34883034125,90.70813930844969
alpha0.85,2025-05-26,38539.49951638968,7459.439301400125,45998.93881778981,2080.1058049304443
alpha0.85,2025-05-27,39368.18702755681,171.35811436703452,39539.545141923845,78.98263483331093
alpha0.85,2025-05-28,38816.95536190756,3056.8877131975732,41873.843075105135,1026.228178419191
alpha0.85,2025-05-29,38830.54364776237,2231.7423335298586,41062.28598129223,601.7738936645395
alpha0.85,2025-05-30,16535.55502074256,2764.8208226678125,19300.375843410373,693.9786623095637
alpha0.85,2025-05-31,16680.288242791754,3078.560364108638,19758.848606900392,774.620975589055
alpha0.85,2025-06-01,39715.35086862942,40311.67217700295,80027.02304563238,10798.212605410728
alpha0.85,2025-06-02,41302.221130899816,30677.38204908336,71979.60317998318,7592.2357507482375
alpha0.85,2025-06-03,43031.44367538404,15388.34704212675,58419.79071751079,3830.97240676392
alpha0.85,2025-06-04,44041.65914328038,15011.161573329191,59052.820716609574,4189.638595659577
alpha0.85,2025-06-05,45607.51190552913,14108.500208492474,59716.01211402161,3800.893067409361
alpha0.85,2025-06-06,17885.537419228633,24208.28853737231,42093.825956600944,5699.983709780683
alpha0.85,2025-06-07,19265.671962470056,12394.920762081858,31660.592724551912,2956.937468320856
alpha0.85,2025-06-08,56639.68684453473,93.46633597860638,56733.153180513335,32.68866192214745
alpha0.85,2025-06-09,54975.471648841325,519.1822420172771,55494.6538908586,197.28104760849354
alpha0.85,2025-06-10,55214.192920204136,744.1807330295666,55958.3736532337,203.09796146962776
alpha0.85,2025-06-11,55588.91494915821,5098.632695159279,60687.547644317485,1053.4511148972065
alpha0.85,2025-06-12,56985.65514521258,531.383961581444,57517.03910679402,123.9643880879115
alpha0.85,2025-06-13,25066.45738646038,2852.556631563352,27919.014018023732,552.7237240037831
alpha0.85,2025-06-14,25373.172893617033,76.55239083174428,25449.725284448778,24.616289791666418
alpha0.85,2025-06-15,57401.67080235145,0.0,57401.67080235145,0.0
alpha0.85,2025-06-16,57233.68481865681,523.8749471616937,57757.5597658185,159.3653678465963
alpha0.85,2025-06-17,56898.36225586629,2204.0446163663837,59102.40687223268,522.590071249352
alpha0.85,2025-06-18,58051.33048347775,5.850835776550689,58057.181319254305,1.4478210471827424
alpha0.85,2025-06-19,57486.1131344362,462.9765209060058,57949.089655342206,129.03915466850356
alpha0.85,2025-06-20,24618.987035824113,0.0,24618.987035824113,0.0
alpha0.85,2025-06-21,24396.191149497477,44.011020822749444,24440.202170320226,9.396033480518668
alpha0.85,2025-06-22,55240.10388162041,123.64032536367218,55363.74420698408,57.078204322916804
alpha0.85,2025-06-23,54984.75620242267,128.28704073536397,55113.043243158034,58.71988020833305
alpha0.85,2025-06-24,54430.7425977048,10567.690307266477,64998.432904971276,2512.2464171103825
alpha0.85,2025-06-25,55726.46499341413,1601.5116009556932,57327.97659436982,547.1219756950939
alpha0.85,2025-06-26,56368.76317230603,59.62749297496039,56428.390665281,14.491122860793894
alpha0.85,2025-06-27,23450.860900790765,33.57777689217771,23484.43867768294,14.153805268718088
alpha0.85,2025-06-28,23252.152774343485,445.56584632570633,23697.71862066919,123.6040582675058
alpha0.85,2025-06-29,55266.12192073968,712.146259709008,55978.268180448686,293.2145259573665
alpha0.85,2025-06-30,54774.928893824064,1893.703783239688,56668.63267706375,506.53712886304504
alpha0.85,2025-07-01,54154.92434804279,11159.861298482736,65314.785646525524,3469.841530163199
alpha0.85,2025-07-02,52118.78359781292,12914.736281222942,65033.51987903586,3906.0848810682837
alpha0.85,2025-07-03,50351.68725478177,20208.505707285,70560.19296206677,5647.139960281375
alpha0.85,2025-07-04,21677.96389999696,16909.817016720568,38587.78091671753,4718.920344754472
alpha0.85,2025-07-05,21733.275013190538,17310.53489711442,39043.80991030496,4572.291172810948
alpha0.85,2025-07-06,48186.56581056025,30877.979192842868,79064.54500340312,7447.041811384923
alpha0.85,2025-07-07,49444.23187494643,9187.145593329189,58631.37746827562,2693.396675273912
alpha0.85,2025-07-08,57977.597403212814,1791.8050053965565,59769.40240860937,423.745680833478
alpha0.85,2025-07-09,57813.39867240003,778.9429158056458,58592.34158820567,206.551188422511
alpha0.85,2025-07-10,57969.59551179304,491.0040057431025,58460.599517536146,105.59143605023556
alpha0.85,2025-07-11,29822.9419946477,4337.633938981816,34160.575933629516,1401.9839672577127
alpha0.85,2025-07-12,29747.462164607823,639.8985170151335,30387.360681622955,195.1698461929825
alpha0.85,2025-07-13,58321.83053623663,133.70379006948235,58455.534326306115,19.888998150908492
alpha0.85,2025-07-14,57140.03092911156,466.9727905324187,57607.00371964398,87.88766140060807
alpha0.85,2025-07-15,57510.501413142505,2601.3459180060913,60111.847331148594,932.271322217772
alpha0.85,2025-07-16,56860.46972076892,1282.9966781188368,58143.46639888775,319.8816691990628
alpha0.85,2025-07-17,56781.18576932495,2741.669175623831,59522.85494494878,557.8223858696887
alpha0.85,2025-07-18,29841.725067180018,1331.0531829117883,31172.778250091807,413.0833542003526
alpha0.85,2025-07-19,29937.954223721666,26.087720983931355,29964.041944705597,5.463969208070239
alpha0.85,2025-07-20,57490.18245145891,576.5452561211837,58066.727707580096,139.16631131020938
alpha0.85,2025-07-21,58284.51495578133,847.7027158123371,59132.217671593666,214.57250212508836
alpha0.85,2025-07-22,58535.39611584976,1586.2181816849236,60121.61429753469,362.3089989401384
alpha0.85,2025-07-23,58684.514950043245,1008.3980339446985,59692.912983987946,207.8291313783606
alpha0.85,2025-07-24,58541.9915310144,1821.3485011004204,60363.34003211482,435.0893955199916
alpha0.85,2025-07-25,30101.858135764112,259.0162645423501,30360.874400306464,65.48032525381883
alpha0.85,2025-07-26,30589.15273054543,426.613738507547,31015.766469052975,163.04554680949093
alpha0.85,2025-07-27,58129.712320280814,3153.5441493132225,61283.25646959404,661.6551500316266
alpha0.85,2025-07-28,58247.125881340544,3220.602136972894,61467.728018313435,928.44648943226
alpha0.85,2025-07-29,60388.58732760817,1661.2592043408954,62049.846531949064,458.59796911487535
alpha0.85,2025-07-30,60459.6615025081,301.6222946999158,60761.283797208016,79.21595294022961
alpha0.85,2025-07-31,59333.908595135275,545.4601691861394,59879.368764321414,114.84048487057034
alpha0.85,2025-08-01,28547.449667485555,47.95547716145842,28595.40514464701,22.624072916666705
alpha0.85,2025-08-02,27927.21634392246,0.0,27927.21634392246,0.0
alpha0.85,2025-08-03,54110.79516111753,596.3489097370592,54707.14407085459,137.5395722788905
alpha0.85,2025-08-04,51980.79697817851,371.1358505484394,52351.932828726945,109.897099488837
alpha0.85,2025-08-05,50833.198085425756,703.8882884044278,51537.086373830185,177.24499744849868
alpha0.85,2025-08-06,50206.07705022833,5744.283154368085,55950.360204596414,1399.9099701323
alpha0.85,2025-08-07,50104.39395283232,992.2834308940119,51096.67738372633,305.7258811515843
alpha0.85,2025-08-08,25834.815951184526,438.58990745561744,26273.405858640144,128.55958262210524
alpha0.85,2025-08-09,25357.590850112563,1749.0365173280088,27106.62736744057,513.5030204710077
alpha0.85,2025-08-10,48965.845860970185,2539.4000777646197,51505.245938734806,735.9993681720082
alpha0.85,2025-08-11,49129.77053466811,2812.731552692264,51942.50208736037,603.5804105470423
alpha0.85,2025-08-12,48194.34314740943,7187.0783626609,55381.42151007033,1700.4316194500097
alpha0.85,2025-08-13,48857.93733080481,3153.755653835296,52011.6929846401,773.2922223099929
alpha0.85,2025-08-14,48809.134012553244,3676.696929154928,52485.83094170817,738.2463798307924
alpha0.85,2025-08-15,24965.38487106396,994.4936424896206,25959.878513553584,294.2345794455378
alpha0.85,2025-08-16,25018.299467529658,1858.2425251400564,26876.541992669714,367.95634358228773
alpha0.85,2025-08-17,48140.58755110696,1955.3723669119586,50095.95991801892,444.31355843349394
alpha0.85,2025-08-18,47956.33889543067,3139.8439884551417,51096.18288388581,705.4881083164486
alpha0.85,2025-08-19,48195.78009690874,2355.7064967443744,50551.48659365311,645.8027116442906
alpha0.85,2025-08-20,48013.43643538959,13237.384650087537,61250.821085477124,3195.4792015113653
alpha0.85,2025-08-21,49090.497178165955,2803.4819465578275,51893.97912472378,694.2326512676219
alpha0.85,2025-08-22,24890.023287177195,2683.7394869120735,27573.762774089268,678.9416817233375
alpha0.85,2025-08-23,25213.38870190735,923.9485942415041,26137.337296148857,257.271952361205
alpha0.85,2025-08-24,49515.91342179701,1473.3475929829156,50989.26101477993,360.6413230292595
alpha0.85,2025-08-25,49449.76884921577,6892.157122780298,56341.92597199607,1934.1261983478817
alpha0.85,2025-08-26,50030.83698234509,1209.1449999754425,51239.98198232053,278.43484031978215
alpha0.85,2025-08-27,49844.33008924051,2284.7598062146885,52129.089895455196,508.72274879232486
alpha0.85,2025-08-28,50021.943484233765,12226.121946792005,62248.06543102577,3151.771188831357
alpha0.85,2025-08-29,26154.02598168359,2227.8971412087803,28381.92312289237,544.63349318216
alpha0.85,2025-08-30,25905.530421476462,955.4832957359488,26861.013717212412,278.48879513599707
alpha0.85,2025-08-31,50559.46929887896,1348.253505276973,51907.722804155936,340.5920609287335
alpha0.85,2025-09-01,50330.1871883216,317.25715300061523,50647.44434132222,72.8683603054235
alpha0.85,2025-09-02,49839.01816996799,105.43096887997226,49944.44913884796,26.156682355199333
alpha0.85,2025-09-03,49501.31696552437,0.0,49501.31696552437,0.0
alpha0.85,2025-09-04,49921.1169341591,248.30113453564462,50169.418068694744,42.74789266344919
alpha0.85,2025-09-05,25411.938072207333,108.89912675601799,25520.837198963352,43.25788570587201
alpha0.85,2025-09-06,25742.18347903419,339.15297954565773,26081.336458579848,68.97548859279414
alpha0.85,2025-09-07,48995.18100712806,827.8801259063727,49823.06113303443,180.1914133775769
alpha0.85,2025-09-08,41631.36285758986,8108.948596615045,49740.31145420491,1892.95180829778
alpha0.85,2025-09-09,42978.623849949785,755.2285945342101,43733.85244448399,174.96260491451278
alpha0.85,2025-09-10,42463.738160248846,10778.213206495939,53241.95136674478,2455.3711003109756
alpha0.85,2025-09-11,43409.01434478712,1017.1379051631093,44426.15224995023,222.10081545938937
alpha0.85,2025-09-12,19618.460304976896,1072.0331852572426,20690.493490234137,289.982058408447
alpha0.85,2025-09-13,19860.5581931148,620.216972816582,20480.775165931384,150.04369450129846
alpha0.85,2025-09-14,42805.30224036916,4142.00845599704,46947.3106963662,1228.9905084135944
alpha0.85,2025-09-15,43171.06187257516,1053.1459934908914,44224.207866066055,262.49969836645835
alpha0.85,2025-09-16,42871.24886030204,3259.923715290198,46131.17257559224,1132.8436028524188
alpha0.85,2025-09-17,43236.33095044234,2798.4826202519216,46034.813570694256,756.7768317924252
alpha0.85,2025-09-18,43138.24083760064,1541.4234965260139,44679.66433412665,352.85434801645135
alpha0.85,2025-09-19,19361.574178267903,1719.821848033389,21081.396026301292,598.3937648333197
alpha0.85,2025-09-20,19255.130023069796,2263.3182313142474,21518.448254384042,525.7196518912993
alpha0.85,2025-09-21,44670.08699110085,1039.6694516302518,45709.7564427311,272.66388890316915
alpha0.85,2025-09-22,43530.9151649262,2754.5681141417303,46285.48327906793,753.9402505398696
alpha0.85,2025-09-23,44070.69608809269,4266.009795693755,48336.705883786446,977.5969850587511
alpha0.85,2025-09-24,44061.925138268125,1927.9912555178448,45989.91639378597,573.3854516581143
alpha0.85,2025-09-25,44276.94919047928,3170.1805445533932,47447.12973503267,852.8681658744343
alpha0.85,2025-09-26,19206.222587361954,1275.6358741267065,20481.85846148866,331.42496186784126
alpha0.85,2025-09-27,19237.010049328866,7396.763106977771,26633.773156306637,1838.7676107494487
alpha0.85,2025-09-28,45115.81871682053,2506.376440850533,47622.19515767106,694.9780826971219
alpha0.85,2025-09-29,45090.138027793626,3308.6671671319505,48398.805194925575,751.1042105323493
alpha0.85,2025-09-30,45592.30099472095,4235.3553875074995,49827.65638222845,1072.0745682562454
alpha0.85,2025-10-01,45886.80104852617,196.79828135808089,46083.59932988425,90.15568343586949
alpha0.85,2025-10-02,44154.99238631276,487.1768760332708,44642.16926234603,202.11670469931153
alpha0.85,2025-10-03,18554.246745470275,278.90807037655907,18833.154815846832,126.15905461963945
alpha0.85,2025-10-04,19389.090778441965,957.0171804756021,20346.107958917568,253.1723097712881
alpha0.85,2025-10-05,43000.22362169224,365.0364337839889,43365.260055476225,164.88707193582263
alpha0.85,2025-10-06,43208.85723216151,727.8751559913485,43936.73238815286,309.46611196275944
alpha0.85,2025-10-07,43131.52758148276,455.45711726126933,43586.98469874403,134.35116563153588
alpha0.85,2025-10-08,40337.101019048016,1757.6568399733048,42094.75785902132,465.21896963689176
alpha0.85,2025-10-09,40580.83036355296,881.0637874048148,41461.89415095777,198.87568513657965
alpha0.85,2025-10-10,16684.70170727023,1714.472345518469,18399.174052788698,510.2335294210359
alpha0.85,2025-10-11,17333.52622258896,1246.2643883198805,18579.79061090884,337.79202987933655
alpha0.85,2025-10-12,41507.128832923176,3193.1391153950785,44700.26794831825,770.5219005369844
alpha0.85,2025-10-13,41921.050589013226,565.232924757599,42486.283513770824,150.69773458574173
alpha0.85,2025-10-14,41480.71828502795,3129.7870687111126,44610.50535373906,774.3091738032781
alpha0.85,2025-10-15,41855.01243826001,5571.259521813774,47426.271960073784,1371.9896975279974
alpha0.85,2025-10-16,42715.76108638361,6086.377038464715,48802.13812484832,1518.2277502396068
alpha0.85,2025-10-17,17666.678646500208,813.368803593915,18480.047450094124,194.82883412326447
alpha0.85,2025-10-18,17803.227327435998,1212.8224290721514,19016.04975650815,383.18172613345837
alpha0.85,2025-10-19,44066.964917131234,3074.6386665554314,47141.603583686665,793.5946091197653
alpha0.85,2025-10-20,44826.6249824055,4608.676545056416,49435.30152746191,990.5124918735127
alpha0.85,2025-10-21,45516.62009941289,2567.012923946763,48083.63302335965,795.6022801767563
alpha0.85,2025-10-22,45468.72751980253,4756.400103380763,50225.127623183296,978.5906611716789
alpha0.85,2025-10-23,46311.40568923104,1242.3044616025225,47553.71015083356,322.54409847144285
alpha0.85,2025-10-24,17744.012916288433,2533.802100913835,20277.81501720227,548.4533631210297
alpha0.85,2025-10-25,17973.060228164533,1786.1586658964616,19759.218894060996,428.5407518536507
alpha0.85,2025-10-26,46635.291883011014,611.5976667492257,47246.88954976024,182.15302360008354
alpha0.85,2025-10-27,46576.118898596,1752.4667860793513,48328.58568467535,454.83439607258924
alpha0.85,2025-10-28,46277.304796990065,1758.9896913859593,48036.29448837602,422.12593114269924
alpha0.85,2025-10-29,46260.444440785475,6451.40520411715,52711.84964490263,1812.5883370626452
alpha0.85,2025-10-30,46927.59802458405,1553.8850822490786,48481.483106833126,382.963709872874
alpha0.85,2025-10-31,18621.50452910365,2234.2075269077136,20855.712056011365,645.0074365525916
alpha0.85,2025-11-01,18685.920740323112,1007.8532821952551,19693.774022518366,324.3756364540454
alpha0.85,2025-11-02,48258.19633916361,2057.5170746379863,50315.7134138016,432.6858625331521
alpha0.85,2025-11-03,48976.88014779049,1317.1271093360333,50294.00725712653,399.08125961459916
alpha0.85,2025-11-04,49102.738304806524,1556.069483852907,50658.80778865943,340.5587750520238
alpha0.85,2025-11-05,49351.91497502041,932.9761710209561,50284.891146041366,318.07603697951913
alpha0.85,2025-11-06,49037.232822787104,5245.039894559688,54282.272717346794,1187.951154146197
alpha0.85,2025-11-07,19133.44794887722,2025.0064062608744,21158.454355138092,443.2861826142115
alpha0.85,2025-11-08,19028.54367014608,830.06735992387,19858.611030069947,200.25507896962782
alpha0.85,2025-11-09,50383.92742053872,2544.7828198234947,52928.71024036221,617.5079731942393
alpha0.85,2025-11-10,50667.94896935338,3002.544897638543,53670.49386699193,736.0831161987878
alpha0.85,2025-11-11,51310.201994153365,672.2293524025572,51982.431346555924,195.52909893312832
alpha0.85,2025-11-12,51554.53829449956,1009.056144794374,52563.594439293935,189.83082861044522
alpha0.85,2025-11-13,51606.26577840495,2078.3387387296957,53684.60451713465,584.3565576613619
alpha0.85,2025-11-14,19923.8335783799,620.860990454203,20544.694568834104,170.65763930283984
alpha0.85,2025-11-15,19728.712083540442,1422.4155243295686,21151.12760787001,351.56178376042703
alpha0.85,2025-11-16,52719.554750704025,2315.6000858393472,55035.15483654337,658.7125482786845
alpha0.85,2025-11-17,53371.39526845429,724.5877563235392,54095.98302477783,230.4531429245616
alpha0.85,2025-11-18,52939.92717982998,1918.8588104535083,54858.78599028349,571.7795351095997
alpha0.85,2025-11-19,52957.82449085498,1669.2181049997055,54627.04259585469,431.9055084528273
alpha0.85,2025-11-20,53417.75305202666,1680.7971246461607,55098.55017667282,440.0824391771967
alpha0.85,2025-11-21,20360.258778184656,750.6599774577242,21110.91875564238,292.72525526052857
alpha0.85,2025-11-22,20598.178642810246,712.6493415901951,21310.827984400443,197.47189952670476
alpha0.85,2025-11-23,54246.86582374209,2506.5219560732176,56753.387779815304,578.6564292355106
alpha0.85,2025-11-24,53706.35211117909,1778.8925913855678,55485.24470256466,458.1846321196437
alpha0.85,2025-11-25,53929.09599650056,973.062963547002,54902.15896004756,315.69078504066374
alpha0.85,2025-11-26,54467.61531681733,822.7320562758789,55290.34737309321,214.0915036768123
alpha0.85,2025-11-27,54601.82661263218,1026.7153599980045,55628.541972630184,248.5341192649137
alpha0.85,2025-11-28,21088.60818401075,1427.2102161437738,22515.818400154523,301.4643873490994
alpha0.85,2025-11-29,21436.800120631127,6106.386381167758,27543.186501798886,1844.509767038366
alpha0.85,2025-11-30,55748.243184906765,1589.166625371352,57337.40981027811,394.78388244575206
alpha0.85,2025-12-01,56440.621056707314,14996.996277361379,71437.6173340687,4097.638589992004
alpha0.85,2025-12-02,56751.00323826236,19188.680954903764,75939.68419316612,4932.256088628944
alpha0.85,2025-12-03,57916.48607129129,10055.61817924888,67972.10425054017,3201.4560317567766
alpha0.85,2025-12-04,58307.074011961435,11256.114178515418,69563.18819047685,3108.443997935548
alpha0.85,2025-12-05,24161.869773192753,8027.035685196319,32188.905458389072,2216.9207429646754
alpha0.85,2025-12-06,24428.317261966047,10587.993452238836,35016.31071420488,3111.9043372833335
alpha0.85,2025-12-07,60537.300655949715,3833.4223572436895,64370.723013193405,1114.1678927190046
alpha0.85,2025-12-08,64816.278771177385,929.9669783868586,65746.24574956424,182.1382121972649
alpha0.85,2025-12-09,65124.50165579432,824.3895548767025,65948.89121067102,173.69439529085278
alpha0.85,2025-12-10,64451.97858473574,674.8380559785733,65126.816640714314,152.03537935078174
alpha0.85,2025-12-11,65340.94693402028,498.3804345358486,65839.32736855613,122.42599218325199
alpha0.85,2025-12-12,28616.583506716754,1605.4067801069198,30221.990286823675,498.9616022908791
alpha0.85,2025-12-13,29230.605560376323,780.4806186890522,30011.086179065376,153.09296801050834
alpha0.85,2025-12-14,65697.16692822777,542.7652579589155,66239.93218618669,113.20351553227458
alpha0.85,2025-12-15,65555.86143686046,470.1369410040486,66025.99837786451,144.7150306034677
alpha0.85,2025-12-16,66176.64176133808,83.01691162374944,66259.65867296183,36.21718885416635
alpha0.85,2025-12-17,65738.24899853668,703.2889064030346,66441.53790493972,117.47740771875158
alpha0.85,2025-12-18,65479.690964811794,319.53377290951113,65799.2247377213,106.01520423349064
alpha0.85,2025-12-19,29405.17755769245,513.0277390074339,29918.20529669988,126.566704297478
alpha0.85,2025-12-20,29519.38824577823,319.94837834166594,29839.336624119896,79.31453145812914
alpha0.85,2025-12-21,65845.93279365,1122.9077903849272,66968.84058403493,363.6184365334922
alpha0.85,2025-12-22,65902.80034959158,460.4187801542102,66363.21912974579,93.58449100853962
alpha0.85,2025-12-23,66153.66606607035,12.855227109374885,66166.52129317973,6.124453124999945
alpha0.85,2025-12-24,65669.69658312135,372.49816732394834,66042.1947504453,74.09268359833504
alpha0.85,2025-12-25,65673.4697238785,557.6543296862174,66231.12405356472,152.36114443468693
alpha0.85,2025-12-26,29581.09068881836,432.95441756672676,30014.045106385085,76.78517744017273
alpha0.85,2025-12-27,29613.26247215265,207.26056608066958,29820.52303823332,51.800275834216336
alpha0.85,2025-12-28,65969.86267787815,619.2791642204583,66589.1418420986,121.49988385072976
alpha0.85,2025-12-29,66125.44091019919,284.29635774674523,66409.73726794594,75.44561686988057
alpha0.85,2025-12-30,65040.20797645208,41.265142815052045,65081.47311926713,10.511804374999883
alpha0.85,2025-12-31,64195.08246343483,835.7084833052297,65030.79094674006,235.09131134076299
alpha0.50,2025-02-01,21626.64771462895,3457.68708481508,25084.33479944403,763.3192385266319
alpha0.50,2025-02-02,55347.8399001089,1145.2307590304736,56493.07065913937,269.6387296068348
alpha0.50,2025-02-03,54232.28491272955,4839.008466808562,59071.29337953811,1363.068471095236
alpha0.50,2025-02-04,54572.15947761183,7359.248820674718,61931.40829828655,1816.2895081324916
alpha0.50,2025-02-05,54182.560985068645,4902.7866881009795,59085.34767316963,1338.1769818474438
alpha0.50,2025-02-06,54904.90082927898,3161.6129528147144,58066.513782093694,841.6448435058664
alpha0.50,2025-02-07,20727.003841955706,4023.120539918009,24750.124381873713,838.7955728344523
alpha0.50,2025-02-08,18939.964639481423,8289.91437374004,27229.879013221464,1988.9132609899416
alpha0.50,2025-02-09,51006.86374275747,11282.226648574593,62289.090391332065,3250.1181245120715
alpha0.50,2025-02-10,51710.429255426774,2841.570076571761,54551.99933199854,846.6654068800923
alpha0.50,2025-02-11,50072.22937342976,4498.350643168093,54570.58001659785,1062.2151875991094
alpha0.50,2025-02-12,49677.33829388661,6586.936240171721,56264.274534058335,1545.1953025616835
alpha0.50,2025-02-13,49333.0468270268,3959.4912443053086,53292.538071332114,1102.0687511422643
alpha0.50,2025-02-14,17930.846663862216,8972.898696024167,26903.745359886383,2761.007410026622
alpha0.50,2025-02-15,17704.894254962313,8812.845579719442,26517.739834681757,2700.025870542088
alpha0.50,2025-02-16,47340.82421675841,14594.650504939238,61935.47472169765,3833.1388767304065
alpha0.50,2025-02-17,47216.56289692903,5613.522047740411,52830.084944669434,1496.1397517979065
alpha0.50,2025-02-18,46580.425361023445,8916.54405736909,55496.96941839253,2247.1711817500277
alpha0.50,2025-02-19,46315.40997425161,12185.284942172508,58500.69491642412,3114.519304997986
alpha0.50,2025-02-20,46019.43128047517,8744.056397829714,54763.48767830488,2252.081489386793
alpha0.50,2025-02-21,17259.25652390199,6527.276830716764,23786.533354618754,1877.2393654926389
alpha0.50,2025-02-22,17108.25092426163,11771.190287955005,28879.441212216632,3138.102158376684
alpha0.50,2025-02-23,45348.11150340848,10425.94293775326,55774.05444116174,2971.246687176947
alpha0.50,2025-02-24,44806.666564907144,6477.307617374254,51283.974182281396,1570.8208949545199
alpha0.50,2025-02-25,44505.19124956893,5229.24543179624,49734.43668136517,1463.1810556415944
alpha0.50,2025-02-26,43676.31488535082,11057.403920559787,54733.718805910605,2924.92524401716
alpha0.50,2025-02-27,43159.47379741512,10834.149531156307,53993.623328571426,2305.559296907685
alpha0.50,2025-02-28,16537.225307812554,10124.997570942265,26662.22287875482,2835.3533482615885
alpha0.50,2025-03-01,16483.989065867805,7462.363251014176,23946.35231688198,1850.663202288129
alpha0.50,2025-03-02,43205.982068806625,26898.122951577898,70104.10502038452,7151.975269617497
alpha0.50,2025-03-03,44170.034751420535,20205.14198957377,64375.176740994306,5042.4117325109555
alpha0.50,2025-03-04,45356.529171772214,5609.047872789806,50965.57704456202,1689.4090656630583
alpha0.50,2025-03-05,45509.91455614727,3936.45389567979,49446.36845182706,937.8103977819342
alpha0.50,2025-03-06,44873.586270487256,3990.9376602296084,48864.52393071687,1149.8278960398009
alpha0.50,2025-03-07,16317.180234326557,5395.260849345323,21712.44108367188,1399.5737986081158
alpha0.50,2025-03-08,15782.11834904311,3879.5465950661087,19661.66494410922,1247.1953653546586
alpha0.50,2025-03-09,42162.804750677824,6300.736467478591,48463.54121815642,1678.4431585141858
alpha0.50,2025-03-10,41297.36407003687,18468.63093366487,59765.99500370174,5470.277000537959
alpha0.50,2025-03-11,41516.957645143906,7874.540678869753,49391.49832401366,2029.599474851809
alpha0.50,2025-03-12,41189.4608177921,4986.005396073448,46175.466213865555,1477.6052073955839
alpha0.50,2025-03-13,40365.41319265972,23296.273436890024,63661.686629549746,6182.7324602279095
alpha0.50,2025-03-14,15176.008524182555,6698.779797432162,21874.788321614717,1701.573581136805
alpha0.50,2025-03-15,15282.37481529015,8274.513683668902,23556.88849895905,2435.1559259679407
alpha0.50,2025-03-16,40294.68964258696,10836.484602844834,51131.1742454318,2869.6139406497523
alpha0.50,2025-03-17,40019.587772598825,3029.508470121885,43049.09624272071,800.2820316051102
alpha0.50,2025-03-18,38657.64835663892,12415.804639845099,51073.45299648402,2872.9865522639193
alpha0.50,2025-03-19,38883.8772721843,6820.66603518138,45704.543307365675,1559.388684338683
alpha0.50,2025-03-20,38610.46764883261,12568.221727827638,51178.689376660244,3449.5329805229876
alpha0.50,2025-03-21,14693.918891792431,4891.1708475830565,19585.089739375486,1409.4514718669302
alpha0.50,2025-03-22,15016.733279815384,8088.312061812462,23105.045341627847,2217.6116420945523
alpha0.50,2025-03-23,37453.01584116814,11688.841474601815,49141.85731576996,3113.436268212991
alpha0.50,2025-03-24,37015.27232662117,8866.10871382003,45881.3810404412,2462.236678762627
alpha0.50,2025-03-25,36617.26163409611,18186.952202699616,54804.21383679572,4883.543822034222
alpha0.50,2025-03-26,36860.39014508778,7117.292825108323,43977.6829701961,1884.9730955376817
