policy,date,J_plan,J_emerg,J,e_kWh
point,2025-02-24,46781.96805376297,2895.867340826066,49677.835394589034,683.904170023023
point,2025-02-25,46480.4680786049,2625.4626858519114,49105.93076445681,734.2887994579825
point,2025-02-26,45783.3792572531,4896.97778192909,50680.35703918219,1222.886038861319
point,2025-02-27,45140.37786285681,5603.855819623354,50744.23368248017,1138.4542771716303
point,2025-02-28,17310.612023244496,5672.125816395446,22982.737839639944,1546.1711188127356
point,2025-03-01,17242.6315669017,4397.519776656226,21640.151343557925,1115.6453326187234
point,2025-03-02,45101.58221673904,20229.006344794358,65330.5885615334,5409.768505813011
point,2025-03-03,45840.88174072569,13457.435078595352,59298.31681932104,3320.2644787620193
point,2025-03-04,46929.83459891764,2961.5568703238428,49891.391469241484,910.3915250216102
point,2025-03-05,47118.92732117369,2540.502085662917,49659.42940683661,574.440013210859
point,2025-03-06,46551.20202684613,2447.7595708553276,48998.961597701455,717.4868540081388
point,2025-03-07,16893.51067045912,2875.7219190727096,19769.232589531828,717.7363388160239
point,2025-03-08,16295.544534381714,1940.6284256382646,18236.17296001998,593.6284667535365
point,2025-03-09,43865.046805515434,2626.5282807841277,46491.57508629956,709.798135173824
point,2025-03-10,43028.5477789025,11505.809222099611,54534.357001002114,3623.3062597295866
point,2025-03-11,43044.366855425644,4786.869403547581,47831.23625897322,1192.879908541344
point,2025-03-12,42697.45257049592,3443.243386314875,46140.6959568108,1000.0565633395165
point,2025-03-13,41851.63397950839,18179.878602351495,60031.51258185989,4813.248048870066
point,2025-03-14,15567.918900842102,4607.662373545899,20175.581274388,1111.0114757756676
point,2025-03-15,15669.946627835281,6052.946125781727,21722.89275361701,1830.1371382828324
point,2025-03-16,41663.12513991949,6378.847185126699,48041.97232504618,1696.6202980446083
point,2025-03-17,41450.26495320573,2145.171323080014,43595.43627628575,481.19873048846756
point,2025-03-18,40076.15853366353,7708.655898965075,47784.814432628606,1740.5834339367736
point,2025-03-19,40278.9256125204,3837.1178297504266,44116.04344227082,828.0287340196004
point,2025-03-20,40116.83307703181,6608.39559868853,46725.22867572034,1861.0031710422863
point,2025-03-21,15116.503132164906,3267.072509575134,18383.57564174004,908.2263598804152
point,2025-03-22,15412.557006408504,4750.0898009925,20162.646807401004,1258.1503452544307
point,2025-03-23,38946.19032819301,6566.623852813678,45512.81418100669,1700.9773711866724
point,2025-03-24,38484.76755367657,5243.538578598345,43728.30613227491,1439.9976388604089
point,2025-03-25,38027.93136253391,12409.508603659671,50437.43996619358,3299.128973379108
point,2025-03-26,38114.52965292524,3853.0210268112,41967.550679736436,1033.7864731229215
point,2025-03-27,37758.0908014257,8115.67637699845,45873.767178424154,2131.9460220419587
point,2025-03-28,14670.224788962432,2475.0905035222895,17145.315292484724,716.5280819380598
point,2025-03-29,14468.300283061595,3058.332541215648,17526.632824277243,766.7922235555562
point,2025-03-30,36518.80313409071,6424.0107367504925,42942.8138708412,1656.0581479529562
point,2025-03-31,35910.22130153812,14138.398297445685,50048.6195989838,3700.0005404298636
point,2025-04-01,36339.141370800935,17460.314628102078,53799.45599890301,5548.293030028307
point,2025-04-02,36447.61041042083,21465.99400966498,57913.60442008581,5371.540133788863
point,2025-04-03,36931.74365491614,6753.437922672116,43685.18157758826,1631.8516723216921
point,2025-04-04,14003.50398206827,2989.613110095929,16993.1170921642,831.1464138898992
point,2025-04-05,14105.595663692802,8053.736478181372,22159.332141874176,2019.992758415629
point,2025-04-06,36057.70843475992,4317.078857185167,40374.78729194509,1074.0010230148632
point,2025-04-07,35460.8641598019,6959.01658334627,42419.88074314817,2089.737555677921
point,2025-04-08,35575.072950082904,9200.866039560115,44775.93898964302,2067.216420751782
point,2025-04-09,35361.25267446711,18920.99766792688,54282.25034239399,5192.128899154719
point,2025-04-10,35734.55151566793,8105.57274393866,43840.12425960659,1871.86539210932
point,2025-04-11,13601.482484832315,3809.959698058456,17411.442182890773,1049.5320447963777
point,2025-04-12,13802.27751612447,4778.3623999690135,18580.63991609348,1217.6895098227867
point,2025-04-13,34500.258829746876,9536.144779785276,44036.40360953215,2354.941245613169
point,2025-04-14,34201.49937335004,5926.882253379888,40128.381626729926,1527.7738803200477
point,2025-04-15,34467.71922397225,7823.8546628101085,42291.57388678236,1783.7918830379926
point,2025-04-16,33923.52477451062,14498.925121724853,48422.44989623547,3957.232383217878
point,2025-04-17,34113.8098815343,6917.324843693518,41031.134725227814,1662.789921912986
point,2025-04-18,13327.893782554802,3587.3520365148397,16915.24581906964,1033.334688607341
point,2025-04-19,13046.146043601344,2873.1018951831697,15919.247938784514,822.8710289441935
point,2025-04-20,33536.32600200211,7814.687083188739,41351.01308519085,1990.6092655619402
point,2025-04-21,33630.57878370243,3809.2284216480657,37439.8072053505,1118.2091785888197
point,2025-04-22,32814.77404906769,10730.276676424271,43545.05072549196,3225.023066824042
point,2025-04-23,33033.33834675024,7997.205483652952,41030.54383040319,2347.1596758594123
point,2025-04-24,32724.60362910921,3444.4899816504653,36169.09361075967,908.5123598327605
point,2025-04-25,12385.640675712908,3226.4900496462933,15612.130725359202,843.7208424087622
point,2025-04-26,12357.068518285203,8908.708435134227,21265.77695341943,2238.5314365257154
point,2025-04-27,30694.584977795563,12130.971362224198,42825.55634001976,2823.970603718093
point,2025-04-28,31524.788932576073,33896.96139783594,65421.75033041202,9049.611591911435
point,2025-04-29,32281.453784928497,5437.142434865605,37718.596219794104,1307.97930213458
point,2025-04-30,32088.776939441585,9221.898948107279,41310.67588754886,2777.8758013388533
point,2025-05-01,31711.13092204302,20795.063485302897,52506.194407345916,4588.352595552732
point,2025-05-02,12452.35770202309,29193.247905879798,41645.605607902886,6672.48828710923
point,2025-05-03,12614.504160512999,16263.909609021086,28878.413769534083,3517.1488335834792
point,2025-05-04,32547.44976326144,17201.877681909435,49749.32744517087,4253.566912740248
point,2025-05-05,32315.395887646264,28725.337641116603,61040.73352876287,6320.915797075515
point,2025-05-06,32230.552975126757,22616.18528644835,54846.73826157511,5129.3695413435125
point,2025-05-07,32291.936524280078,24202.701430607503,56494.637954887585,5405.296520120302
point,2025-05-08,34783.15018126025,17410.467353464388,52193.61753472464,4730.7586887422685
point,2025-05-09,14157.494284055943,5154.870091973643,19312.364376029585,1188.2665330533746
point,2025-05-10,14229.814628133638,11291.255525967052,25521.07015410069,2761.7844189030448
point,2025-05-11,35255.23198308263,12430.996587219466,47686.2285703021,3167.339150345443
point,2025-05-12,35237.432053038014,9986.070808516406,45223.50286155442,2969.3145946555896
point,2025-05-13,34882.133951309064,6576.372069863141,41458.50602117221,1463.106075133734
point,2025-05-14,34948.58943816878,6315.679925925622,41264.269364094405,1639.2737312368754
point,2025-05-15,34542.988984459516,9823.733879543632,44366.722864003146,2510.7321978413747
point,2025-05-16,13697.28102157619,5272.084402085264,18969.365423661453,1482.248798793075
point,2025-05-17,13793.673223456106,15206.907829934698,29000.581053390804,3586.985843796722
point,2025-05-18,34183.03870833346,12285.471435544605,46468.51014387806,3546.7971115688815
point,2025-05-19,33804.67085205219,6848.363494147598,40653.03434619979,1476.925895091178
point,2025-05-20,33163.125631090865,17744.879282898906,50908.004913989775,4776.286757072726
point,2025-05-21,33611.057286531715,12701.865960342726,46312.923246874445,3014.8409916071164
point,2025-05-22,33145.16427504251,7881.673640136234,41026.837915178745,1829.2153762631979
point,2025-05-23,13584.91560144023,8120.882298629203,21705.797900069432,2043.6275309889552
point,2025-05-24,13964.71280717713,4353.406587919175,18318.119395096306,1101.4733840441704
point,2025-05-25,33117.72535091538,6167.880484706658,39285.60583562204,1386.9103751942998
point,2025-05-26,32613.24911609843,23317.629442930975,55930.8785590294,6207.958195007845
point,2025-05-27,33535.26393269237,6453.502468753905,39988.76640144627,1616.859743517261
point,2025-05-28,33064.04050710359,15365.997556601467,48430.03806370506,4357.792264275356
point,2025-05-29,32994.769141353725,18041.349887564786,51036.11902891851,4389.358693130522
